deckname;value;avglbl;BEAST;DINOSAUR;MAGE;ROBOT;SCIENTIST;SPIRIT;WARRIOR;ZOMBIE;MINION;DRAGON;ELEMENTAL;PLANT;SPELL;HEALING;MOVEMENT;ARMOR;ACTIVATION;FREE;FREE HEALING;FREE DESTROY;FREE UPGRADE;FREE SELFDMG;FREE SPELL;FREE REPLACE;FREE MAGE;UPGRADE;REPLACE;DAMAGE;SELFDAMAGE;DESTROY SYN;DESTROY MIN;REDEPLOY;REACTIVATE;STEALTH;AGGRO;DESTROY OPP;FACEBURN;LIFE GAIN;DISRUPTION;SILENCE
The Protectors of the Saving Herbs|The Company of Botany;0.0032;16.0000;0;0;0;9.0;2.0;0;0;0;4.0;0;0;0;0;0;0;1.0;0;2.0;0;0;0;0;0;0;0;0;1.0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Monks of the Great Quitting Fire;0.0010;16.0000;0;0;12.0;9.0;2.0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;0
The Protectors of the Saving Herbs|The Mice of the Fierce Fur;0.0041;15.0000;0;0;0;9.0;2.0;0;0;0;3.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;0;0;2.0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Senseis who became Champs;0.0066;23.0000;0;0;0;9.0;2.0;0;0;0;1.0;0;0;0;10.0;0;0;1.0;0;0;0;0;0;0;0;0;6.0;0;0;0;1.0;0;0;0;0;0;1.0;0;0;0;0;0
The Protectors of the Saving Herbs|The Crossing Soul Hags;0.0035;19.0000;0;0;0;9.0;3.0;9.0;0;2.0;2.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;2.0;0;0;0;0;2.0;0;0;0;0;0
The Protectors of the Saving Herbs|The Group of Brass Conspiracies;0.0081;28.0000;0;0;0;12.0;2.0;1.0;0;3.0;4.0;0;0;0;0;0;0;1.5;0;0;2.0;0;0;0;0;0;0;0;0;0;0;8.0;4.0;0;0;0;6.0;0;0;0;0;0
The Protectors of the Saving Herbs|The Fleeing Feasting Brother Flock;0.0029;17.0000;0;0;0;9.0;2.0;0;2.0;0;1.0;0;0;0;0;2.0;0;1.0;0;0;0;0;0;0;8.0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Protectors of the Saving Herbs|The Squadron of the Fire;0.0037;31.0000;0;0;6.0;9.0;2.0;0;0;0;1.0;0;0;0;0;0;0;1.0;2.0;0;0;0;0;8.0;0;0;0;0;0;0;6.0;0;0;0;0;0;3.0;0;0;0;0;0
The Protectors of the Saving Herbs|The Imps of Descending Chiron;0.0014;18.0000;0;0;0;9.0;3.0;0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;2.0;0;0;0;0;0
The Protectors of the Saving Herbs|Outfit of Camping and Waving;0.0044;18.0000;0;0;0;15.0;1.0;0;1.0;0;2.0;0;0;0;0;0;0;1.0;2.0;2.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;2.0;1.0;0;0;0;0;0
The Crossing Soul Hags|The People of Bearing;0.0119;42.0000;0;0;0;15.0;3.0;9.0;0;2.0;4.0;0;0;0;3.0;0;0;0.5;0;0;0;0;0;0;0;2.0;0;3.0;6.0;0;1.5;2.0;0.5;0;0;0;9.0;0;0;0;0;0
The Crossing Soul Hags|The Mixing Figment Collectors;0.0081;36.0000;0;2.0;0;0;0;9.0;0;4.0;0;0;0;0;12.0;0;0;0;0;2.0;0;0;0;6.0;0;0;0;0;0;0;4.5;2.0;1.0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|Venom's Fifth Swarm;0.0094;20.0000;0;0;0;0;0;6.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;4.0;2.0;0;0;6.0;0;0;0;0;0;0
The Crossing Soul Hags|The Sentrys of Failure Faith;0.0015;19.0000;0;0;0;0;6.0;6.0;6.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;2.0;0.5;0;0;0;2.0;0;0;0;0;0
The Crossing Soul Hags|The Omnivore Brutish Herders;0.0014;25.0000;0;0;0;0;0;18.0;3.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;4.0;4.0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Former Hoping Valkyrie Trustees;0.0094;19.0000;0;0;0;0;0;3.0;0;2.0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;2.0;0.5;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Simple Lords;0.0012;15.0000;0;0;0;0;0;15.0;2.0;4.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0.5;1.0;1.5;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Fire Breathers of the Heartseeker;0.0183;35.0000;0;0;6.0;0;0;9.0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;12.0;0;0;0;0;0;7.5;3.0;0.5;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|Army of Alpha and Curing;0.0027;29.0000;6.0;0;0;0;0;18.0;0;2.0;0;0;0;0;0;3.0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;0;1.5;4.0;2.5;0;0;0;3.0;0;0;0;0;0
The Crossing Soul Hags|The Mothers of the Plutonium Echo;0.0022;23.0000;0;0;0;12.0;0;6.0;6.0;2.0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;2.0;0;0;1.5;2.0;0.5;0;0;0;2.0;0;0;0;0;0
The Crossing Soul Hags|The Aunts of Bleeding Brightsteel;0.0086;33.0000;0;0;0;0;4.0;9.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;2.0;4.0;2.5;0;0;0;9.0;0;0;0;0;0
The Crossing Soul Hags|The Fortelling Aggravating Ticklers;0.0030;21.0000;0;2.0;0;0;0;9.0;0;2.0;0;0;0;0;5.0;0;0;0;0;0;2.0;0;0;0;0;4.0;0;0;0;0;1.5;2.0;1.0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|Vindicators of Sobbing and Baking;0.0012;28.0000;0;4.0;1.0;0;0;12.0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;6.0;2.0;1.0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|Brigade of Druid and Weird;0.0012;18.0000;0;0;0;0;0;12.0;0;2.0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;1.5;4.0;1.0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|Sparky's Attentive Combatants;0.0014;16.0000;0;0;0;0;4.0;6.0;4.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;2.0;0.5;0;0;0;2.0;0;0;0;0;0
The Crossing Soul Hags|The Serious Silver Soldiers;0.0012;16.0000;0;0;0;0;0;6.0;3.0;2.0;0;0;0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0;3.0;0;0;1.5;2.0;0.5;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Sorcerers of the Oratek Eruptor;0.0064;32.0000;0;0;2.0;0;0;3.0;2.0;4.0;0;0;0;0;7.0;0;0;0;0;0;0;0;0;4.0;14.0;0;0;0;0;0;3.0;2.0;0.5;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Farmers of the Spiky Tunnels;0.0030;23.0000;6.0;0;0;0;0;18.0;0;4.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;2.0;0;1.5;2.0;1.5;0;0;0;3.0;0;0;0;0;0
The Crossing Soul Hags|The Masters of Swearing;0.0102;32.0000;0;2.0;0;0;0;9.0;0;2.0;0;0;0;0;11.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5.0;2.0;1.5;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Quantums of Metal and Faith;0.0113;37.0000;0;0;0;0;3.0;9.0;0;2.0;0;0;0;0;12.0;0;0;0.5;0;0;0;0;0;0;0;2.0;0;3.0;3.0;0;2.5;2.0;0.5;0;0;0;9.0;0;0;0;0;0
The Crossing Soul Hags|The Phalanx of Everflow Treefolk;0.0026;29.0000;0;2.0;0;0;0;15.0;8.0;2.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;0;1.0;0;1.5;2.0;1.5;0;0;0;3.0;0;0;0;0;0
The Crossing Soul Hags|The Champions of the Whisker;0.0013;28.0000;0;0;0;0;0;27.0;0;2.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;1.5;4.0;5.0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Overseers of Sparky;0.0008;23.0000;0;0;0;0;0;9.0;3.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;4.0;2.0;0;0;0;6.0;0;0;0;0;0
The Crossing Soul Hags|Doctors of Tatoo and Comparing;0.0209;46.0000;0;0;12.0;0;0;9.0;0;2.0;0;0;0;0;18.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;2.0;1.0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Hermit Spiders;0.0100;31.0000;0;0;0;0;0;24.0;0;2.0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;1.0;0;1.5;4.0;1.5;0;0;2.0;3.0;0;0;0;0;0
The Crossing Soul Hags|The Host of the Confident Miracles;0.0010;20.0000;0;0;0;0;0;6.0;3.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;4.5;2.0;1.0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Pondering Iron Advisers;0.0015;33.0000;0;0;0;18.0;0;6.0;2.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;2.0;6.0;2.0;0;0;0;8.0;0;0;0;0;0
The Crossing Soul Hags|The Company of Botany;0.0014;21.0000;0;0;0;0;0;18.0;0;2.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;1.5;4.0;3.0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Raiders of Leading Capitals;0.0165;25.0000;0;0;0;6.0;0;9.0;0;0;0;0;0;0;0;0;0;1.0;1.0;0;0;0;8.0;0;0;0;0;4.0;0;0;1.5;2.0;0.5;0;0;0;6.0;0;0;0;0;0
The Crossing Soul Hags|The Monks of the Great Quitting Fire;0.0021;21.0000;0;0;9.0;0;0;9.0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;0;5.0;2.0;0.5;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Mice of the Fierce Fur;0.0045;23.0000;0;0;0;0;0;15.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;4.0;2.5;0;0;2.0;3.0;0;0;0;0;0
The Crossing Soul Hags|The Senseis who became Champs;0.0313;34.0000;0;0;0;0;0;9.0;0;2.0;0;0;0;0;12.0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;7.5;2.0;1.0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Protectors of the Saving Herbs;0.0035;19.0000;0;0;0;9.0;3.0;9.0;0;0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;1.5;2.0;0.5;0;0;0;2.0;0;0;0;0;0
The Crossing Soul Hags|The Professing Watchdogs;0.0010;20.0000;0;0;0;12.0;0;9.0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;1.5;2.0;0.5;0;0;0;3.0;0;0;0;0;0
The Crossing Soul Hags|The Fleeing Feasting Brother Flock;0.0034;21.0000;0;0;0;0;0;9.0;2.0;2.0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;10.0;0;0;0;0;0;1.5;2.0;1.0;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|The Squadron of the Fire;0.0014;45.0000;0;0;3.0;0;0;3.0;0;4.0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;10.0;0;0;0;0;0;0;15.0;3.0;0.5;0;0;0;0;0;0;0;0;0
The Crossing Soul Hags|Outfit of Camping and Waving;0.0050;19.0000;0;0;0;0;0;12.0;2.0;0;0;0;0;0;0;0;0;0;3.0;2.0;0;0;0;0;0;0;0;0;0;0;1.5;2.0;1.5;0;0;1.0;0;0;0;0;0;0
The Professing Watchdogs|The Creeping Hell Protectors;0.0000;18.0000;0;0;0;15.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;4.0;0;0;0;1.0;1.5;0;0;0;2.0;0;0;0;0;0
The Professing Watchdogs|The Mixing Figment Collectors;0.0012;22.0000;0;1.0;0;15.0;0;0;0;0;0;0;0;0;10.0;0;0;0;0;2.0;0;0;0;4.0;0;0;0;2.0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;0
The Professing Watchdogs|Venom's Fifth Swarm;0.0000;12.0000;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;1.0;0;0;0;1.0;0;0;4.0;0;0;0;0;0;0
The Professing Watchdogs|The Tentacles of the Diseased Bone;0.0219;30.0000;0;0;0;9.0;3.0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;3.0;0;0;0;1.0;3.0;3.0;0;0;1.0;0;0;0;0;0
The Professing Watchdogs|The Omnivore Brutish Herders;0.0000;14.0000;0;0;0;12.0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;1.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Former Hoping Valkyrie Trustees;0.0012;17.0000;0;0;0;12.0;0;0;0;0;0;0;0;0;10.0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Simple Lords;0.0000;10.0000;0;0;0;12.0;0;0;1.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;3.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Fire Breathers of the Heartseeker;0.0029;21.0000;0;0;6.0;12.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;6.0;0;0;2.0;0;0;2.0;0;0;0;0;0;4.0;0;0;0;0;0
The Professing Watchdogs|Army of Alpha and Curing;0.0010;13.0000;3.0;0;0;9.0;0;0;0;0;0;0;0;0;0;1.0;0;0;2.0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Hurting Demons Larvae;0.0028;28.0000;0;0;0;12.0;0;2.0;0;0;0;0;0;0;4.0;0;0;0;0;0;4.0;0;0;0;10.0;0;0;2.0;0;0;0;3.0;3.0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Liches of Rebirth and Duskmaw;0.0019;18.0000;0;0;0;12.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;10.0;0;0;0;0;4.0;0;0;0;3.0;0.5;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Fortelling Aggravating Ticklers;0.0005;13.0000;0;1.0;0;12.0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;0;0;0;0;0;0;2.0;0;2.0;1.0;0;0;0;0;0;0;0;1.0;0;0;0;0;0
The Professing Watchdogs|The Opening Sisters Liches;0.0361;46.0000;0;0;0;18.0;3.0;3.0;0;8.0;0;0;0;0;10.0;0;0;0;0;0;0;0;8.0;0;0;0;0;4.0;0;0;0;3.0;4.5;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|Vindicators of Sobbing and Baking;0.0000;14.0000;0;2.0;2.0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;3.0;0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;0
The Professing Watchdogs|Brigade of Druid and Weird;0.0000;11.0000;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;3.0;1.0;0;0;0;0.5;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Raiders of Hound and Mask;0.0231;33.0000;0;0;0;15.0;0;1.0;0;9.0;0;0;0;0;6.0;0;0;0;0;0;0;0;8.0;0;0;0;0;3.0;0;0;0;5.0;3.5;0;0;0;5.0;0;0;0;0;0
The Professing Watchdogs|The Sorcerers of the Oratek Eruptor;0.0026;27.0000;0;0;3.0;12.0;0;0;1.0;0;0;0;0;0;7.0;0;0;0;0;0;0;0;0;2.0;14.0;0;0;2.0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0
The Professing Watchdogs|The Farmers of the Spiky Tunnels;0.0007;12.0000;3.0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;3.0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Sixth Barb Band;0.0029;20.0000;1.0;0;0;9.0;0;0;0;15.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;1.5;9.0;1.5;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Masters of Swearing;0.0012;21.0000;0;1.0;0;12.0;0;0;0;0;0;0;0;0;10.0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;0
The Professing Watchdogs|The Phalanx of Everflow Treefolk;0.0005;16.0000;0;1.0;0;9.0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;3.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Champions of the Whisker;0.0000;13.0000;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;3.0;1.0;0;0;0;2.5;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|Doctors of Tatoo and Comparing;0.0040;33.0000;0;0;16.0;12.0;0;0;0;0;0;0;0;0;15.0;0;2.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0.5;0;0;0;0;0;1.0;0;0;0;0;0
The Professing Watchdogs|The Savants of the Ending Predator;0.0045;20.0000;0;0;0;12.0;1.0;0;0;4.0;0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;0;0;0;3.0;0.5;0;2.0;0;0;0;0;0
The Professing Watchdogs|The Hermit Spiders;0.0024;16.0000;0;0;0;9.0;0;3.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;3.0;2.0;0;0;0;1.0;0;0;1.0;0;0;0;0;0;0
The Professing Watchdogs|The Host of the Confident Miracles;0.0000;10.0000;0;0;0;12.0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The King Varna Generals;0.0000;24.0000;0;0;0;12.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;9.0;3.0;0;0;0;1.0;0;0;0;0;0
The Professing Watchdogs|The Company of Botany;0.0000;11.0000;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;3.0;1.0;0;0;0;1.5;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Monks of the Great Quitting Fire;0.0000;16.0000;0;0;9.0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;3.0;0;0;1.0;0;0;0;0;0;5.0;0;0;0;0;0
The Professing Watchdogs|The Mice of the Fierce Fur;0.0000;10.0000;0;0;0;9.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;0;1.5;0;0;1.0;0;0;0;0;0;0
The Professing Watchdogs|The Senseis who became Champs;0.0026;22.0000;0;0;0;12.0;0;0;0;0;0;0;0;0;10.0;0;0;0;0;0;0;0;0;0;0;0;6.0;2.0;0;0;1.0;0;0;0;0;0;2.0;0;0;0;0;0
The Professing Watchdogs|The Crossing Soul Hags;0.0009;22.0000;0;0;0;15.0;0;9.0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;1.5;2.0;0.5;0;0;0;3.0;0;0;0;0;0
The Professing Watchdogs|The Group of Brass Conspiracies;0.0000;19.0000;0;0;0;9.0;0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;3.0;0;0;0;8.0;4.0;0;0;0;5.0;0;0;0;0;0
The Professing Watchdogs|The Fleeing Feasting Brother Flock;0.0005;17.0000;0;0;0;18.0;0;0;2.0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;8.0;0;0;2.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Professing Watchdogs|The Squadron of the Fire;0.0022;28.0000;0;0;3.0;12.0;0;0;0;0;0;0;0;0;0;0;0;0;1.0;0;0;0;0;8.0;0;0;0;3.0;0;0;6.0;0;0;0;0;0;3.0;0;0;0;0;0
The Professing Watchdogs|The Imps of Descending Chiron;0.0000;21.0000;0;0;0;15.0;0;0;0;4.0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3.0;0;0;0;8.0;1.0;0;0;0;2.0;0;0;0;0;0
The Professing Watchdogs|Outfit of Camping and Waving;0.0000;13.0000;0;0;0;15.0;0;0;1.0;0;0;0;0;0;0;0;0;0;2.0;2.0;0;0;0;0;0;0;0;2.0;1.0;0;0;0;0;0;0;1.0;0;0;0;0;0;0
The Group of Brass Conspiracies|The People of Bearing;0.0372;59.0000;0;0;0;15.0;2.0;1.0;0;0;7.0;0;0;0;3.0;0;0;1.0;0;0;2.0;0;0;0;0;8.0;0;2.0;6.0;0;0;10.0;8.5;0;0;0;15.0;0;0;0;0;0
The Group of Brass Conspiracies|The Mixing Figment Collectors;0.0105;44.0000;0;1.0;0;0;0;1.0;0;3.0;0;0;0;0;14.0;0;0;0;0;2.0;2.0;0;0;4.0;0;0;0;0;0;0;3.0;10.0;9.5;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|Venom's Fifth Swarm;0.0014;30.0000;0;0;0;0;0;4.0;0;3.0;0;0;0;0;0;0;0;0;0;0;8.0;0;0;0;0;0;0;0;0;0;0;12.0;8.5;0;0;2.0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Sentrys of Failure Faith;0.0200;32.0000;0;0;0;0;4.0;1.0;6.0;0;5.0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;10.0;7.5;0;0;0;5.0;0;0;0;0;0
The Group of Brass Conspiracies|The Omnivore Brutish Herders;0.0062;38.0000;0;0;0;0;0;5.0;3.0;0;0;0;0;0;0;0;0;0;0;0;6.0;0;0;0;0;0;0;0;0;0;0;12.0;14.5;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Former Hoping Valkyrie Trustees;0.0107;36.0000;0;0;0;0;0;1.0;0;0;0;0;0;0;14.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;1.5;10.0;9.5;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Simple Lords;0.0037;33.0000;0;0;0;0;0;4.0;2.0;3.0;0;0;0;0;0;0;0;0;0;2.0;4.0;0;0;0;0;0;0;0;0;0;0;10.0;14.5;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Fire Breathers of the Heartseeker;0.0128;41.0000;0;0;6.0;0;0;1.0;0;3.0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;4.0;14.0;0;0;0;0;0;5.0;15.0;7.0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|Army of Alpha and Curing;0.0064;46.0000;12.0;0;0;0;0;4.0;0;0;0;0;0;0;0;3.0;0;0;4.0;0;6.0;0;0;0;0;0;0;0;0;0;0;12.0;12.5;0;0;0;5.0;0;0;0;0;0
The Group of Brass Conspiracies|The Mothers of the Plutonium Echo;0.0011;31.0000;0;0;0;9.0;0;1.0;6.0;0;0;0;0;0;0;0;0;6.0;0;0;2.0;0;0;0;0;0;0;1.0;0;0;0;10.0;7.5;0;0;0;5.0;0;0;0;0;0
The Group of Brass Conspiracies|The Aunts of Bleeding Brightsteel;0.0031;44.0000;0;0;0;0;2.0;1.0;0;0;0;0;0;0;0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;6.0;0;0;12.0;11.5;0;0;0;15.0;0;0;0;0;0
The Group of Brass Conspiracies|The Fortelling Aggravating Ticklers;0.0036;30.0000;0;1.0;0;0;0;1.0;0;0;0;0;0;0;4.0;0;0;0;0;0;4.0;0;0;0;0;10.0;0;0;0;0;0;10.0;9.5;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|Vindicators of Sobbing and Baking;0.0040;34.0000;0;2.0;1.0;0;0;2.0;0;3.0;0;0;0;0;0;0;0;0;0;0;4.0;0;0;4.0;0;0;0;0;0;0;4.0;10.0;9.5;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|Brigade of Druid and Weird;0.0000;25.0000;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;0;0;16.0;0;0;0;0;0;0;0;0;0;0;12.0;5.5;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|Sparky's Attentive Combatants;0.0000;24.0000;0;0;0;0;1.0;1.0;4.0;0;0;0;0;0;0;0;1.0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;0;10.0;7.5;0;0;0;5.0;0;0;0;0;0
The Group of Brass Conspiracies|The Serious Silver Soldiers;0.0000;21.0000;0;0;0;0;0;1.0;3.0;0;0;0;0;0;0;0;0;1.5;0;0;2.0;0;0;0;0;0;0;1.0;0;0;0;10.0;7.0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Sorcerers of the Oratek Eruptor;0.0089;38.0000;0;0;2.0;0;0;0;2.0;3.0;0;0;0;0;7.0;0;0;0;0;0;2.0;0;0;2.0;14.0;0;0;0;0;0;1.5;10.0;7.0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Farmers of the Spiky Tunnels;0.0058;37.0000;12.0;0;0;0;0;4.0;0;3.0;0;0;0;0;0;0;0;0;0;2.0;2.0;0;0;0;0;0;0;0;2.0;0;0;10.0;12.5;0;0;0;5.0;0;0;0;0;0
The Group of Brass Conspiracies|The Masters of Swearing;0.0137;42.0000;0;1.0;0;0;0;1.0;0;0;0;0;0;0;14.0;0;0;0;0;0;2.0;0;0;0;0;0;0;0;0;0;2.5;10.0;12.0;0;0;0;0;0;0;0;0;0
The Group of Brass Conspiracies|The Quantums of Metal and Faith;0.0121;46.0000;0;0;0;0;2.0;1.0;0;0;0;0;0;0;12.0;0;0;1.0;0;0;2.0;0;0;0;0;8.0;0;0;3.0;0;0;10.0;8.5;0;0;0;15.0;0;0;0;0;0
